index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score	split	sent_s1	sent_s2
1738	main-news	deft-news	2014	0196	none	none	the conventional forces in europe treaty was signed by russian and nato members in 1990.	the conventional forces in europe treaty was amended in 1999.	2.2	train	the conventional forces in EEC europe treaty embody was signalize signed by russian and North_Atlantic_Treaty_Organization members in 1990 .	the established conventional forces Hoosier_State in europe accord treaty monetary_value cost amended In in 1999 .
1739	main-news	deft-news	2014	0216	none	none	chinese foreign ministry spokeswoman jiang yu stated that cyber hacking is a global issue.	chinese foreign ministry spokesman qin gang was asked to respond to cheney's speech on china's military development.	2.2	train	Chinese chinese foreign ministry spokeswoman jiang yu put_forward stated that cyber hacking make_up is a global issue .	chinese alien foreign ministry ministry spokesman spokesman Ch'in qin gang make_up was asked to react respond to cheney 's words speech along on Republic_of_China china 's military ontogenesis .
1740	main-news	deft-news	2014	0254	none	none	a key european arms control treaty must be maintained.	the cfe treaty is a key european arms control treaty.	2.2	train	a key european implements_of_war arms manipulate accord treaty must be maintained .	the cfe treaty body personify a winder key european weaponry arms control treaty .
1741	main-news	deft-news	2014	0256	none	none	the united states dismissed the action as nuclear blackmail.	the united states said it would stand up to nuclear blackmail and has ruled out negotiations.	2.2	train	the joined united State states dismissed the litigate action group_A nuclear blackmail blackmail .	the link_up states said it would suffer stand up to nuclear blackmail and has ruled prohibited out negotiations .
1742	main-news	deft-news	2014	0265	none	none	india and pakistan remain outside the treaty.	israel remains outside the treaty.	2	train	india and Islamic_Republic_of_Pakistan Pakistan continue remain external outside the treaty .	israel cadaver remains extraneous outside the accord .
1743	main-news	deft-news	2014	0278	none	none	russia is fulfilling obligations and decreasing forces.	russia's suspension of obligations under the cfe treaty is temporary.	2	train	Russia Union_of_Soviet_Socialist_Republics make_up is fulfill fulfilling debt_instrument obligations and decreasing forces .	USSR 's respite suspension of obligations under under the cfe treaty treaty live is temporary .
1744	main-news	deft-news	2014	0288	none	none	the international atomic energy association stated that jordan has agreed to the additional measures.	international atomic energy association is the united nations watchdog.	2	train	the international atomic atomic energy association state stated that Jordan_River jordan cause has concord accord to the additional measures .	international nuclear atomic energy affiliation represent is the combine united nation nations watchdog .
1745	main-news	headlines	2013	0024	none	none	Annan warns talks of Syria risks	Putin, Annan meet on Syria crisis	2	train	Annan discourage warn talks of Syria Syria risks	Putin Putin , Annan fulfill meet on on Syria Syria crisis
1746	main-news	headlines	2013	0027	none	none	Nigeria university mass attacked by gunmen	Nigeria: University Bombed in North	2.2	train	Federal_Republic_of_Nigeria Nigeria university university mass assault attacked yesteryear past hit_man gunmen	Federal_Republic_of_Nigeria Nigeria : university University turkey bomb atomic_number_49 in North
1747	main-news	headlines	2013	0039	none	none	NATO: 2 International Troops Killed in Afghanistan	Three NATO troops killed in one day in Afghanistan	2.2	train	North_Atlantic_Treaty_Organization NATO : 2 international parade Troops Killed in Afghanistan	Three NATO flock killed in 1 one 24-hour_interval day atomic_number_49 in Afghanistan
1748	main-news	headlines	2013	0073	none	none	U.S. and Turkey weigh no-fly zones for Syria	U.S. and Turkey Tighten Coordination on Syria	2.2	train	U.S. and Turkey weigh no-fly zona zone for Syria	U.S. and Turkey constrain tighten Coordination on on Syria
1749	main-news	headlines	2013	0089	none	none	Israeli air strikes kill 16 in Gaza	Israel air strikes kill 4 in Gaza; death toll now at 38	2.2	train	Israeli tune air strikes kill 16 indium indium Gaza	Israel air rap strikes kill IV 4 in Gaza_Strip Gaza ; death toll nowadays at 38
1750	main-news	headlines	2013	0091	none	none	Palestinian prisoner ending hunger strike after deal	Israel to free Palestinian hunger striker	2	train	Palestinian prisoner conclusion ending lust hunger work_stoppage strike after trade	Israel Israel to free Palestinian_Arab hunger striker
1751	main-news	headlines	2013	0125	none	none	The Note's Must Reads for Wednesday July 4, 2012	The Note's Must-Reads for Wednesday, May 30, 2012	2	train	The Note 's Must take Reads for Wednesday July July foursome 4 , 2012	The bill Note 's Must-Reads for Wed Wednesday , English_hawthorn whitethorn 30 , 2012
1752	main-news	headlines	2013	0143	none	none	Chicago teachers strike: Vacations for students, for good or ill	Chicago teacher strike poses test for unions	2.2	train	Chicago Chicago instructor teachers strike : vacation for students , for in_force good or complaint ill	Chicago teacher teacher take_up strike poses trial test for conjugation jointure
1753	main-news	headlines	2013	0203	none	none	No blocks to investment	India allows Pakistan investment	2	train	atomic_number_102 No halt to investment	Republic_of_India grant allows West_Pakistan Pakistan investment investment
1754	main-news	headlines	2013	0226	none	none	Strong quake jolts most parts of Pakistan	Strong quake hits eastern Indonesia	2	train	secure Strong quake jolts most parts of Pakistan	Strong seism quake progress_to make easterly eastern Indonesia Indonesia
1755	main-news	headlines	2013	0292	none	none	Plane crash in Ghana kills at least 10	Plane Crash in Ghana: How the international media reported it	2.2	train	planing_machine planing_machine crash IN in Republic_of_Ghana Ghana drink_down kills astatine at least 10	Plane collapse Crash indium in Republic_of_Ghana Ghana : How the International international media reported IT it
1756	main-news	headlines	2013	0330	none	none	Highlights of the Vice Presidential debate	Five things to watch in the presidential debate	2.2	train	high_spot of the frailty Vice presidential Presidential disputation debate	basketball_team Five thing things to watch inward in the presidential moot debate
1757	main-news	headlines	2013	0411	none	none	Tsunami warning: No need for SA to panic	Tsunami warning after Aceh quake	2.2	train	tsunami Tsunami admonish : no No need for SA to panic	Tsunami discourage warning later_on after Aceh palpitate
1758	main-news	headlines	2013	0413	none	none	Jeremy Hunt distances himself from adviser who 'overstepped the mark'	Jeremy Hunt clings on as SpAd quits over News Corp emails	2	train	Jeremy Hunt distances himself from advisor adviser World_Health_Organization 'overstepped the mark '	Jeremy Hunt cohere clings on A as SpAd quits over news_show News Corp emails
1759	main-news	headlines	2013	0415	none	none	Blitzbokke ousted by Fiji	Blitzbokke beaten by NZ	2	train	Blitzbokke kick_out boot_out by Fiji	Blitzbokke amaze beaten aside NZ
1760	main-news	headlines	2013	0451	none	none	Syria peace plan conditions “unacceptable,” opposition says	Syria peace dashed as deadline passes	2	train	Syria heartsease peace plan plan conditions “ impossible unacceptable , ” opposite sound_out says	Syria peace scud as deadline deadline passes
1761	main-news	headlines	2013	0501	none	none	European markets rise on Greek bailout hopes	European Ministers Are Poised to Approve Greek Rescue	2.2	train	European markets rise along on Hellenic Greek bailout hopes	European European rector Ministers Are Poised to okay Approve Hellenic_language Greek deliver Rescue
1762	main-news	headlines	2013	0531	none	none	France warns Syria over chemical weapons use	U.N. concerned at possible Syria chemical weapons	2.2	train	French_Republic France warns Syria over chemical arm employment use	U.N. occupy concerned at possible possible Syria chemical weapon_system weapon
1763	main-news	headlines	2013	0544	none	none	6 NATO troops killed in Afghanistan	NATO Soldier Killed in Afghanistan	2.2	train	sise NATO troops pour_down killed in Islamic_State_of_Afghanistan Afghanistan	North_Atlantic_Treaty_Organization NATO soldier Soldier Killed atomic_number_49 in Islamic_State_of_Afghanistan
1764	main-news	headlines	2013	0586	none	none	Secret Service sees its 'biggest scandal' over prostitutes	Secret Service sex scandal 'regret'	2.2	train	hush-hush divine_service Service regard sees IT its 'biggest outrage scandal ' over prostitutes	Secret Service sexual_practice outrage scandal 'regret '
1765	main-news	headlines	2013	0589	none	none	Key says marae visit a lost opportunity	Key wants Waitangi marae visit to stay	2.2	train	cay Key aver says marae visit axerophthol a bemused opportunity opportunity	Florida_key Key wish_well wish Waitangi marae chaffer visit to stay
1766	main-news	headlines	2013	0612	none	none	Pak: 20 dead in anti-Islam film protests	25 injured in anti-Islam film protest in Islamabad, Pakistan	2.2	train	Pak : 20 beat In in anti-Islam moving-picture_show film protestation protests	twenty-five XXV injured in anti-Islam picture_show film objection protest in capital_of_Pakistan Islamabad , Pakistan
1767	main-news	headlines	2013	0619	none	none	UN aid chief Amos enters Baba Amr with Red Crescent	Syria's besieged Baba Amr is deserted, Red Cross says	2	train	United_Nations UN aid top_dog chief Amos insert Baba Amr with violent Red crescent-shaped Crescent	Syrian_Arab_Republic Syria 's besieged Baba Amr live is forsake forsake , Bolshevik Red Cross says
